abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
Friday: A historian talks about the roots of the holiday and its importance in this moment. Also: The history of Bruce’s Beach.,2020-06-19T13:03:28+0000,briefing,1609,,Celebrating Juneteenth in California,U.S.,
Players and team staff members will be required to stay on the Walt Disney World Resort premises at nearly all times after they arrive next month to complete the 2019-20 season.,2020-06-17T03:40:20+0000,News,1198,,Swabs and Sensors: Memos Offer Details of Life in N.B.A. ‘Bubble’,Sports,Pro Basketball
Jill Snyder says she is stepping down “to advance the movement for change that is now sweeping through our culture.”,2020-06-19T18:09:39+0000,News,347,,MoCA Cleveland Director Resigns After Canceling Show on Police Brutality,Arts,Art & Design
Lindsay Hirsch and Dustin Schneider had to find a new spot to be married. The Golden State Warriors welcomed the couple.,2020-06-19T09:00:20+0000,News,1462,12,Two More Rings for the Home Team,Style,
"If there is a way to heal from trauma, where does one start?",2020-06-18T22:38:08+0000,News,1068,6,Rest as Reparations,Style,Self-Care
"Federal Reserve policymakers underlined economic risks, yet the central bank’s point man on supervision suggested regulators would not disclose how specific banks might fare.",2020-06-19T16:03:10+0000,News,834,1,"‘There’s Probably Never Been More Uncertainty,’ Fed Official Warns",Business Day,Economy
He was part of a movement that broke from traditional Mexican muralists like Diego Rivera. He died of the novel coronavirus.,2020-06-17T17:03:32+0000,Obituary (Obit),524,24,"Manuel Felguérez, Mexican Abstract Artist, Is Dead at 91",Arts,
"The move, on the eve of Juneteenth, came as part of a nationwide outcry for racial justice that has included the removal of historic symbols of racism in America.",2020-06-18T22:53:23+0000,News,693,21,Pelosi Orders Removal of Four Confederate Portraits From the House,U.S.,Politics
"When the original video game was transcendental, can a sequel top it? Two Times reporters debate the answer.",2020-06-19T09:00:31+0000,News,1010,7,Two Gamers Played ‘The Last of Us Part II.’ They Were Blown Away.,Technology,
"With their clients in lockdown, some photographers are turning to virtual photo shoots for weddings and engagements.",2020-06-18T16:28:55+0000,News,1168,,Striking a Pose on FaceTime,Fashion & Style,Weddings
Or a British cooking show that our critic says “might be the lowest-stakes show I’ve ever binged.”,2020-06-17T21:37:29+0000,News,506,,Watch This: It’s Time for ‘ER’,Arts,Television
"To keep everyone safe as cleaners and other household workers come back, “trust has to go both ways.”",2020-06-18T09:00:19+0000,News,1331,,How Housekeepers and Domestic Helpers Can Safely Return to Work,Well,Live
"For Father’s Day, some high achievers reflect on what they learned from their fathers: kindness, courage and following your passion.",2020-06-19T09:00:09+0000,News,2201,,Lasting Lessons From My Dad,Well,Family
The latest on stock market and business news during the coronavirus outbreak.,2020-06-18T09:53:49+0000,News,2366,,Jobless Claims Show Another 1.5 Million Filings,Business Day,
The holiday commemorating the end of slavery in the U.S. has become a focus of corporate responses to the reckoning on racial discrimination.,2020-06-18T11:11:50+0000,News,1526,,What Should Companies Do on Juneteenth?,Business Day,DealBook
"People demonstrated outside the Supreme Court, which on Thursday ruled that the Trump administration could not immediately end the program that protects 700,000 young immigrants from deportation.",2020-06-18T17:06:55+0000,Video,0,,Supporters of DACA Rally Amid Supreme Court Ruling,U.S.,
"The deaths of 20 Indian soldiers in a brawl with Chinese troops was the deadliest clash between the two nuclear-armed nations in decades, but hardly the first.",2020-06-17T10:03:46+0000,News,1107,,India-China Border Dispute: A Conflict Explained,World,Asia Pacific
"To keep everyone safe as cleaners and other household workers come back, “trust has to go both ways.”",2020-06-18T09:00:19+0000,News,1331,,How Housekeepers and Domestic Helpers Can Safely Return to Work,Well,Live
"With their clients in lockdown, some photographers are turning to virtual photo shoots for weddings and engagements.",2020-06-18T16:28:55+0000,News,1168,,Striking a Pose on FaceTime,Fashion & Style,Weddings
Or a British cooking show that our critic says “might be the lowest-stakes show I’ve ever binged.”,2020-06-17T21:37:29+0000,News,506,,Watch This: It’s Time for ‘ER’,Arts,Television
"The shift, quietly disclosed on a government website, highlights how the Trump administration is favoring development of vaccines over treatments for the sickest patients.",2020-06-19T09:00:32+0000,News,1876,,Coronavirus Attacks the Lungs. A Federal Agency Just Halted Funding for New Lung Treatments.,Health,
"This essay, by Isabelle Lu, is one of the top 9 winners in the high school category of our Seventh Annual Student Editorial Contest for which we received 6,076 entries.",2020-06-17T19:39:48+0000,News,540,,No Love of Milton if Not for Loving Frivolous Fiction,The Learning Network,
"Around the country, but mostly in small towns in the West, hundreds of professional rodeos have been canceled.",2020-06-19T09:00:33+0000,News,1351,,The Summer Without Rodeos,U.S.,
Six new paperbacks to check out this week.,2020-06-18T18:12:09+0000,List,390,16,New in Paperback: ‘Patsy’ and ‘Information Wars’,Books,Book Review
The tumult and passion of the past weeks have left the surviving veterans of the civil rights era with trepidation and hope.,2020-06-17T09:00:21+0000,News,2352,1,7 Lessons (and Warnings) From Those Who Marched With Dr. King,U.S.,
Here’s what you need to know about a policy that protected from deportation people who were brought into the United States as children.,2020-06-18T16:12:17+0000,News,666,,What Is DACA? And How Did It End Up in the Supreme Court?,U.S.,
"Amid a backlash and an ad boycott, “Tucker Carlson Tonight” is still attracting big audiences, another sign of the nation’s political divide.",2020-06-18T23:20:03+0000,News,764,5,Advertisers Are Fleeing Tucker Carlson. Fox News Viewers Have Stayed.,Business Day,Media
A doctor who traveled across a provincial border has been accused of igniting a coronavirus outbreak. ​ ​​But some say his treatment highlights the danger of scapegoating individuals.,2020-06-18T13:30:44+0000,News,1363,4,"For Canadian Doctor, the Virus Came With Stigma",World,Canada
Friday: A historian talks about the roots of the holiday and its importance in this moment. Also: The history of Bruce’s Beach.,2020-06-19T13:03:28+0000,briefing,1609,,Celebrating Juneteenth in California,U.S.,
"With new state unemployment claims topping one million for the 13th week, the coronavirus crisis seems to be reaching deeper into the labor market.",2020-06-18T12:41:41+0000,News,1036,1,Continued Layoffs Signal an ‘Economic Scarring’,Business Day,Economy
"Responding to Thursday’s Supreme Court decision, the president said he will follow the rules set out by the justices to challenge the Obama-era program protecting young immigrants from deportation.",2020-06-19T14:28:08+0000,News,1167,19,Trump Says Administration Will Try Again to End ‘Dreamers’ Program,U.S.,Politics
Nationwide protests against racism and police brutality give new urgency to a holiday long cherished by African-Americans.,2020-06-19T16:52:46+0000,News,663,12,Juneteenth 2020 in Photos,U.S.,
"Amid a backlash and an ad boycott, “Tucker Carlson Tonight” is still attracting big audiences, another sign of the nation’s political divide.",2020-06-18T23:20:03+0000,News,764,5,Advertisers Are Fleeing Tucker Carlson. Fox News Viewers Have Stayed.,Business Day,Media
"With new state unemployment claims topping one million for the 13th week, the coronavirus crisis seems to be reaching deeper into the labor market.",2020-06-18T12:41:41+0000,News,1036,1,Continued Layoffs Signal an ‘Economic Scarring’,Business Day,Economy
A doctor who traveled across a provincial border has been accused of igniting a coronavirus outbreak. ​ ​​But some say his treatment highlights the danger of scapegoating individuals.,2020-06-18T13:30:44+0000,News,1363,4,"For Canadian Doctor, the Virus Came With Stigma",World,Canada
"The judge, on trial for bribery in Iran and known as a notorious jailer of journalists, plunged six stories in what is being called an apparent suicide.",2020-06-19T22:38:53+0000,News,488,,Fugitive Iranian Judge Dies After Fall From Hotel in Romania,World,Middle East
"In his relatively short career, Rajput rose to leading man. Here are some of his best performances.",2020-06-19T20:17:12+0000,News,623,,4 Great Sushant Singh Rajput Roles to Stream,Movies,
The theater’s dependence on a troupe of volunteer actors has drawn criticism for years. An angry public letter prompted a promise of change.,2020-06-19T18:17:15+0000,News,528,,The Flea Will Begin Paying All Its Artists,Theater,
"In his new book, John R. Bolton, the former national security adviser, describes instances when the president sought to halt criminal inquiries. He also says President Trump’s loyalists mocked him behind his back.",2020-06-17T18:21:47+0000,News,1899,1,Bolton Says Trump Impeachment Inquiry Missed Other Troubling Episodes,U.S.,Politics
"A lawyer for President Trump’s former national security adviser called the request “theater,” portraying it as legally and practically impossible.",2020-06-19T22:29:08+0000,News,1103,21,Judge Weighs Administration Request to Order Bolton to Try to Pull Back Book,U.S.,Politics
Unilaterally taking territory the Palestinians have counted on for a state could cement Benjamin Netanyahu’s legacy. It could also destabilize the region.,2020-06-19T17:41:15+0000,News,1526,10,"As Annexation Looms, Israeli Experts Warn of Security Risks",World,Middle East
"How did Brazil became a global epicenter of the outbreak, and what have been the political consequences for its president, who has dismissed the dangers?",2020-06-18T17:23:09+0000,briefing,1005,,Coronavirus in Brazil: What You Need to Know,World,Americas
The president arrives in a city that is in the midst of addressing long-ignored racist history. People there believe the country as a whole could learn a lot from them.,2020-06-19T16:31:45+0000,News,1839,1,"Black Tulsans, With a Defiant Juneteenth Celebration, Send a Message to Trump",U.S.,Politics
Apple could announce plans as soon as Monday to replace Intel processors in Macs with chips that it designed itself.,2020-06-19T16:42:24+0000,News,1202,1,"After 15 Years, Apple Prepares to Break Up With Intel",Technology,
"Shows of support from Facebook, Twitter and YouTube don’t address the way those platforms have been weaponized by racists and partisan provocateurs.",2020-06-19T16:42:05+0000,News,1716,1,Social Media Giants Support Racial Justice. Their Products Undermine It.,Technology,
"Moni Yakim has taught movement at Juilliard since 1968. A new film captures his impact on scores of actors. “He’s not a coddler,” says Jessica Chastain.",2020-06-19T16:47:22+0000,News,1065,4,Juilliard’s Secret Weapon Keeps Actors on Their Toes,Theater,
There is a significant difference between the community policing taught in the Minneapolis Police Academy and the ethos of some veteran officers.,2020-06-19T09:00:27+0000,News,1838,1,"In Minneapolis, Looking for Police Recruits Who Can Resist Warrior Culture",U.S.,
"Beijing and Seoul have had a recent surge in coronavirus cases, and businesses are recoiling in America as infections sharply increase in Southern and Western states.",2020-06-19T23:53:19+0000,News,1512,1,W.H.O. Warns of ‘Dangerous Phase’ of Pandemic as Outbreaks Widen,U.S.,
"He united people in shelters with those living on the streets, and he negotiated with city officials for greater support.",2020-06-19T19:18:45+0000,Obituary (Obit),924,,"Nikita Price, Homeless Father Turned Advocate for Homeless, Dies at 63",New York,
"But without a top-three finish, not necessarily a meaningful paycheck.",2020-06-18T18:10:36+0000,News,1102,9,"For Belmont Jockeys, the Return of a Gig",Sports,Horse Racing
An epic preservation battle over two tenement buildings facing York Avenue seems to have been ended by the U.S. Supreme Court. But is it really over?,2020-06-19T13:00:11+0000,News,1610,10,All Quiet on the Far East Side,Real Estate,
John Bolton’s book won’t move the needle on Trump’s future.,2020-06-19T23:54:52+0000,Op-Ed,891,,Mike Pompeo Dishonors the State Department,Opinion,
Joe Drape and Melissa Hoppert have weighed in on the contenders for the 152nd Belmont Stakes on Saturday.,2020-06-19T09:00:19+0000,News,833,9,Belmont Stakes Experts’ Picks: Who Will Win?,Sports,
"Kevin Powell writes to his future child about how to survive in a world filled with fear, violence, sexism and racism.",2020-06-18T15:55:36+0000,News,1344,,A Letter From Father to Child,Parenting,
"A millennial woman had a realization last summer: Decades after enduring her father’s music on car rides as a child, she entered a Steely Dan phase.",2020-06-18T16:34:26+0000,News,1420,2,"I’m Not a Dad, but I Rock Like One",Arts,Music
Companies and sports teams are trying to correct America’s painful history of overtly hurtful advertising. But not all.,2020-06-19T09:00:30+0000,Op-Ed,1165,,Aunt Jemima Is Gone. Can We Finally End All Racist Branding?,Opinion,
"Cultural institutions are finding creative ways to engage young visitors virtually this summer, and many of the offerings are free.",2020-06-18T19:00:17+0000,News,1450,7,Digital Field Trips: Museum Adventures Abound for Kids,Arts,Art & Design
We can’t tinker around the edges. We need to dismantle systems.,2020-06-19T09:00:24+0000,Op-Ed,1364,,What the Courage to Change History Looks Like,Opinion,
A study suggests many Democrats agree with Amy Klobuchar: Joe Biden should choose a woman of color.,2020-06-19T11:07:30+0000,News,1178,16,Who’s the Best Pick for Biden’s Running Mate? Democrats Weigh In,U.S.,Politics
"Before you ask to speak to your own manager, relax. This isn’t really “work,” and you’re not alone.",2020-06-19T23:00:08+0000,Op-Ed,837,2,To White People Who Want to Be ‘One of the Good Ones’,Opinion,Sunday Review
Mr. Floyd was arrested in Houston over a $10 drug transaction. Now thousands of cases involving the officer who arrested him and his squad are under review.,2020-06-19T19:55:05+0000,News,1675,20,Probe of Old Drug Cases Raises Questions About 2004 George Floyd Arrest,U.S.,
Gabriel Iglesias’s feel-good show returns for another season. And a paleontology series comes to PBS.,2020-06-17T05:00:07+0000,News,461,8,What’s on TV Wednesday: ‘Mr. Iglesias’ and ‘Prehistoric Road Trip’,Arts,Television
"The world’s most popular soccer league ranks as one of England’s greatest cultural exports, but its absence since March has illustrated a relationship built on resentment as much as reverence.",2020-06-17T05:55:05+0000,News,1302,10,The Premier League Is Back. England’s Griping About It Never Stopped.,Sports,Soccer
"First Lt. Kenneth Allen, 27, was the only person aboard the F-15C fighter jet when it crashed in the North Sea during a training mission.",2020-06-17T13:41:09+0000,News,371,,U.S. Air Force Pilot Killed Off U.K. Coast Is Identified,World,Europe
"Also this week, all that cardboard from ordering online.",2020-06-17T15:58:50+0000,News,1114,,The Environmental Justice Wake-Up Call,Climate,
Times reporters are looking into how the pandemic is changing the state. ,2020-06-17T12:07:37+0000,News,33,,Ask Your Questions About How the Pandemic is Changing California,U.S.,
"With coronavirus waivers and a lack of testing data, universities leave athletes on their own.",2020-06-17T07:00:09+0000,News,1234,9,Welcome Back to Football (Terms and Conditions Apply),Sports,College Football
Mauricio J. Claver-Carone would be the first president of the Inter-American Development Bank from outside Latin America.,2020-06-17T04:20:12+0000,News,399,,Trump Administration’s Nominee for Development Bank Chief Breaks With Protocol,Business Day,
Thousands of students should have been gathering to cheer on the year’s best shows. But this isn’t a typical year.,2020-06-17T16:45:47+0000,News,2404,4,Theater Kids Trade a Big Stage for Highlight Tapes and Heartache,Theater,
A football-size egg from Antarctica and baby dinosaurs from Mongolia and Argentina shine new light on ancient reptile reproduction.,2020-06-17T15:18:52+0000,News,1089,,"Life Hatched From Soft Eggs, Some a Foot Long, in Dinosaur Era",Science,
A report on opportunity zones finds that a tax incentive President Trump credits with revitalizing black communities has mostly helped real estate developers.,2020-06-17T17:59:37+0000,News,856,1,"A Trump Tax Break Is Not Spurring Job Creation, Study Finds",Business Day,
European soccer officials plan to salvage their biggest competition with a 12-day event in Portugal. But first they have to eliminate four teams.,2020-06-17T14:16:00+0000,News,1006,9,Champions League Will Resume in August in Lisbon,Sports,Soccer
"The agency’s efforts to increase diversity in its ranks have fallen short compared with the federal government’s average, according to a recent study.",2020-06-17T22:21:59+0000,News,719,,House Lawmakers Examine Lack of Diversity at State Department,U.S.,Politics
A new sector-wide study finds programming and creative teams are far more white than the audiences.,2020-06-17T13:00:10+0000,News,891,,Theaters for Young Audiences Say They Need to Be More Diverse,Theater,
Bipartisan legislation to fix up national parks and fully fund efforts to acquire and protect federal recreation holdings was seen as a way to help a pair of Western senators hold on to their seats.,2020-06-17T16:25:14+0000,News,999,21,Senate Passes Major Public Lands Bill,U.S.,
"Chris Janicek, who was shunned this week by Nebraska Democrats after sending a sexual text about a campaign staff member, used the slur at a gathering about 20 years ago, people who were there said.",2020-06-17T21:13:20+0000,News,831,16,"Nebraska Senate Candidate Used Racist Slur at a Party, Guests Recall",U.S.,Politics
"Now that the stock market has largely shrugged off the coronavirus, start-ups are scrambling to go public.",2020-06-17T09:00:20+0000,News,1265,1,The Tech I.P.O. Comes Roaring Back in the Pandemic,Technology,
A Pandemic Response Accountability Committee report called for more accurate information about bailout spending.,2020-06-17T17:57:33+0000,News,674,3,"Lack of Transparency Could Hinder Virus Bailout, Oversight Board Warns",Business Day,Economy
A former Audi manager faces extradition to the United States on charges that he was part of a conspiracy to evade clean air regulations.,2020-06-17T18:23:17+0000,News,614,5,Former VW Executive Is Arrested in Croatia in Emissions Case,Business Day,
"For $99 a year, Hey wants to help us restore some control. The new service has a way to go — and so does email, come to think of it.",2020-06-17T13:00:12+0000,News,1435,7,Tackling the Unsolvable Problem: The Bottomless Email Inbox,Technology,Personal Tech
"The Silicon Valley executive said he hoped his contribution would lead other wealthy individuals to give. “Generally, white capital flows to predominantly white institutions,” he said.",2020-06-17T13:25:29+0000,News,799,6,Netflix C.E.O. Reed Hastings Gives $120 Million to Historically Black Colleges,Business Day,
"In “Why Are All the Black Kids Sitting Together in the Cafeteria,” Beverly Daniel Tatum asks hard — and timeless — questions.",2020-06-18T09:00:04+0000,List,436,24,A 23-Year-Old Book About Race Landed on the Best-Seller List Because It’s Still Relevant,Books,Book Review
Ruben Gutierrez’s lawyers argued that he had the right to have a Christian chaplain present during his execution.,2020-06-17T16:08:20+0000,News,882,,Supreme Court Stays Execution of Texas Inmate Over Issue of Spiritual Adviser,U.S.,
"The agency’s efforts to increase diversity in its ranks have fallen short compared with the federal government’s average, according to a recent study.",2020-06-17T22:21:59+0000,News,719,,House Lawmakers Examine Lack of Diversity at State Department,U.S.,Politics
"The publisher, which is up for sale with a brand-new chief executive, is behind John Bolton’s and Mary L. Trump’s books as well as a new one about Melania Trump.",2020-06-17T22:06:47+0000,News,1189,,"In the Race for Trump Tell-Alls, Simon & Schuster Is Leading",Books,
"Charming neighborhood shops and slick chain outlets welcomed back customers, who snatched up titles as eclectic as the city itself.",2020-06-17T12:55:57+0000,News,1367,,"As London Bookstores Reopen, Eager Readers Return",Books,
Do signals from beneath an Italian mountain herald a revolution in physics?,2020-06-17T14:00:14+0000,News,1895,,"Seeking Dark Matter, They Detected Another Mystery",Science,
"Patients sometimes face a long, difficult recovery from the virus.",2020-06-18T00:32:14+0000,briefing,885,,Coronavirus Briefing: What Happened Today,U.S.,
"In “Why Are All the Black Kids Sitting Together in the Cafeteria,” Beverly Daniel Tatum asks hard — and timeless — questions.",2020-06-18T09:00:04+0000,List,436,24,A 23-Year-Old Book About Race Landed on the Best-Seller List Because It’s Still Relevant,Books,Book Review
A new sector-wide study finds programming and creative teams are far more white than the audiences.,2020-06-17T13:00:10+0000,News,891,,Theaters for Young Audiences Say They Need to Be More Diverse,Theater,
Bipartisan legislation to fix up national parks and fully fund efforts to acquire and protect federal recreation holdings was seen as a way to help a pair of Western senators hold on to their seats.,2020-06-17T16:25:14+0000,News,999,21,Senate Passes Major Public Lands Bill,U.S.,
"Chris Janicek, who was shunned this week by Nebraska Democrats after sending a sexual text about a campaign staff member, used the slur at a gathering about 20 years ago, people who were there said.",2020-06-17T21:13:20+0000,News,831,16,"Nebraska Senate Candidate Used Racist Slur at a Party, Guests Recall",U.S.,Politics
"For $99 a year, Hey wants to help us restore some control. The new service has a way to go — and so does email, come to think of it.",2020-06-17T13:00:12+0000,News,1435,7,Tackling the Unsolvable Problem: The Bottomless Email Inbox,Technology,Personal Tech
"The Silicon Valley executive said he hoped his contribution would lead other wealthy individuals to give. “Generally, white capital flows to predominantly white institutions,” he said.",2020-06-17T13:25:29+0000,News,799,6,Netflix C.E.O. Reed Hastings Gives $120 Million to Historically Black Colleges,Business Day,
"Quaker Oats, the owner of the 131-year-old brand, said it would retire the name as it worked “to make progress toward racial equality.”",2020-06-17T12:37:26+0000,News,1653,1,Aunt Jemima Brand to Change Name and Image Over ‘Racial Stereotype’,Business Day,
Here’s what you need to know.,2020-06-17T20:13:23+0000,briefing,1296,,"Chinese Surveillance, Bolton Book, North Korea: Your Thursday Briefing",Briefing,
"Corrections that appeared in print on Thursday, June 18, 2020.",2020-06-18T00:17:20+0000,Correction,355,21,"Corrections: June 18, 2020",Corrections,
"Now that the stock market has largely shrugged off the coronavirus, start-ups are scrambling to go public.",2020-06-17T09:00:20+0000,News,1265,1,The Tech I.P.O. Comes Roaring Back in the Pandemic,Technology,
A Pandemic Response Accountability Committee report called for more accurate information about bailout spending.,2020-06-17T17:57:33+0000,News,674,3,"Lack of Transparency Could Hinder Virus Bailout, Oversight Board Warns",Business Day,Economy
A former Audi manager faces extradition to the United States on charges that he was part of a conspiracy to evade clean air regulations.,2020-06-17T18:23:17+0000,News,614,5,Former VW Executive Is Arrested in Croatia in Emissions Case,Business Day,
"Like a lot of the country’s pandemic response, contact tracing has been hampered by inconsistency, with much promised but little delivered.",2020-06-17T19:58:27+0000,News,1727,9,England’s ‘World Beating’ System to Track the Virus Is Anything But,World,Europe
More than half the members of a panel considering changes to the nation’s blueprint for healthy eating have ties to the food industry.,2020-06-17T17:37:19+0000,News,1355,,Scientific Panel on New Dietary Guidelines Draws Criticism From Health Advocates,Health,
Thursday: A recent U.S.C. study about the sport takes on new urgency.,2020-06-18T12:55:21+0000,briefing,1091,,How Skateboarding Can Help Fight Racism,U.S.,
"An excerpt from “Billion Dollar Burger,” by Chase Purdy",2020-06-18T13:17:54+0000,Review,2861,,"‘Billion Dollar Burger,’ by Chase Purdy: An Excerpt",Books,Book Review
This month’s constructor spotlight shines on Amanda Rafkin.,2020-06-17T10:00:03+0000,News,1065,,Who Made My Puzzle?,Crosswords & Games,
Large ensembles typically dominate the classical calendar. But the coronavirus turned the spotlight on individual artists.,2020-06-18T14:00:06+0000,News,1470,6,"For Classical Music, Spring Was the Season of Solos",Arts,Music
"A guide to trimming, tweezing and touching up your arches on your own, with some creative direction from the experts.",2020-06-18T20:54:05+0000,News,846,,How to Shape Your Eyebrows at Home,T Magazine,
The debut feature from Channing Godfrey Peoples explores how black women and girls support each other in a world that often fails them.,2020-06-18T11:00:03+0000,Review,405,11,‘Miss Juneteenth’ Review: Celebrating Black Girlhood,Movies,
A small Long Island business that cuts one-of-a-kind jigsaw puzzles gets a lift amid the fallout from the pandemic.,2020-06-19T09:00:28+0000,News,1257,1,"Soaring Sales for $4,500 Puzzles? In a Lockdown, It All Fits",New York,
"This essay, by Nicole Tian, is one of the top 9 winners in the high school category of our Seventh Annual Student Editorial Contest for which we received 6,076 entries.",2020-06-17T19:44:58+0000,News,543,,This Land Was Made for You and Me,The Learning Network,
"This essay, by Yuanlin Liu, is one of the top 9 winners in the high school category of our Seventh Annual Student Editorial Contest for which we received 6,076 entries.",2020-06-17T19:38:29+0000,News,551,,Spotify Is Killing Beethoven … Here’s How You Can Save Him!,The Learning Network,
China’s capital canceled flights and shut schools as a new coronavirus outbreak raised fears of a broader contagion. The city’s experience points to what other countries including the United States face as they reopen their economies.,2020-06-17T10:43:17+0000,News,1430,1,Beijing’s Partial Lockdown a Sign of the World’s New Normal,World,Asia Pacific
Lawmakers from both parties are urging the Trump administration to conduct the oath remotely to make up for a pause in naturalization ceremonies during the health crisis.,2020-06-17T14:05:59+0000,News,1417,7,Trump Administration Faces Bipartisan Calls to End Citizenship Delays,U.S.,
Marilyn Stasio investigates summer’s newest mysteries.,2020-06-18T22:45:14+0000,News,834,7,"Who Says Crime Doesn’t Pay? In These Novels, It Does",Books,Book Review
Three women whose complaints have resulted in criminal charges against the actor made similar accusations against him in a still unresolved civil suit.,2020-06-19T00:36:48+0000,News,924,,"In the Danny Masterson Rape Case, Echoes of a 2019 Lawsuit",Arts,Television
The coronavirus is moving through Florida’s agricultural communities just as laborers began to migrate north for the harvest.,2020-06-18T09:00:32+0000,News,1685,6,Florida’s Coronavirus Spike is Ravaging Migrant Farmworkers,U.S.,
"Women exposed to high temperatures or air pollution are more likely to have premature, underweight or stillborn babies, a look at 32 million U.S. births found.",2020-06-18T15:00:26+0000,News,1009,24,"Climate Change Tied to Pregnancy Risks, Affecting Black Mothers Most",Climate,
"The apartment was the longtime home of Felix G. Rohatyn, the financier who helped keep New York City out of bankruptcy decades ago.",2020-06-19T12:00:21+0000,News,715,6,A Full Floor on Fifth Avenue With Central Park Views,Real Estate,
Overseeing chaotic actions is a president whose goal with Beijing has been to secure a trade deal that would help him get re-elected.,2020-06-18T23:27:13+0000,News Analysis,1882,1,The Biggest Obstacle to China Policy: President Trump,U.S.,Politics
"Instead of offering President Trump a glide path back into the campaign season, Saturday’s rally in Tulsa has become yet another flash point for a candidate who has repeatedly displayed insensitivity about race.",2020-06-18T09:00:24+0000,News,1526,21,How the Trump Campaign’s Plans for a Triumphant Rally Went Awry,U.S.,Politics
The Air Force inspector general is examining whether secretive National Guard surveillance aircraft improperly monitored demonstrators in Washington and Minneapolis.,2020-06-18T22:55:55+0000,News,1035,19,Air Force Investigates Military Planes That Monitored Protesters,U.S.,Politics
The league’s statement will place new pressure on Mississippi lawmakers. But it may not make much difference.,2020-06-19T01:16:58+0000,News,717,10,SEC Warns Mississippi Over Confederate Emblem on State Flag,Sports,
"A Virginia school district, determined not to let a pandemic keep students from their summer reading, is delivering books to students via the drone company run by Alphabet.",2020-06-17T18:43:40+0000,News,829,7,"Kept Out of the Library, a School District Tries Summer Reading by Drone",U.S.,
"In Agnieszka Holland’s historically informed drama, a Welsh journalist travels to 1933 Ukraine, then in the grip of famine.",2020-06-18T15:00:21+0000,Review,756,11,‘Mr. Jones’ Review: Bearing Witness to Stalin’s Evil,Movies,
A San Francisco-based Malaysian chef is keeping busy during the pandemic with a diverse business model that has allowed her to improvise and generate revenue.,2020-06-19T09:00:31+0000,News,1346,,Food That’s a Business and a Comfort,Business Day,
A prickly professional dancer becomes a reluctant instructor for a preteen dance troupe in this formulaic dramedy.,2020-06-19T07:01:02+0000,Review,253,,‘Feel the Beat’ Review: Tough Love in the Dance Studio,Movies,
"“Currently unemployed,” said the youngest Nobel Peace Prize laureate. But for now, it’s time for some rest and Netflix.",2020-06-19T16:56:41+0000,News,555,,Malala Yousafzai Graduates From Oxford University,World,Europe
"A book critic laments the decline in proper correspondence, and recalls the great letters of Ralph Ellison, Jean Rhys, Samuel Beckett and others.",2020-06-17T09:00:01+0000,News,1250,3,"Mourning the Letters That Will No Longer Be Written, and Remembering the Great Ones That Were",Books,
"After a couple of years in Seattle, a New York family returned to hunt for a conveniently situated house with some character. Here’s where they wound up.",2020-06-18T09:00:02+0000,Interactive Feature,0,8,They Wanted a Brooklyn Fixer-Upper for the Right Price. Which Home Would You Choose?,Real Estate,
"This week’s properties are in Crown Heights, Bayside and the Flatiron district.",2020-06-18T13:01:38+0000,News,143,,"Homes for Sale in Brooklyn, Queens and Manhattan",Real Estate,
"This week’s properties include a four-bedroom in Thornwood, N.Y., and a five-bedroom in Jersey City, N.J.",2020-06-18T13:00:43+0000,News,120,,Homes for Sale in New York and New Jersey,Real Estate,
We’ll soon find out whether the court inflames the culture wars or cools them as its term winds down.,2020-06-18T09:00:20+0000,Op-Ed,1869,,What Does ‘Sex’ Mean? The Supreme Court Answers,Opinion,
The court said that the Trump Administration may not immediately shut down the program which protects undocumented children from deportation. But this is not the end.,2020-06-18T23:04:47+0000,News,286,,The Supreme Court Rules on DACA,Podcasts,
"The longtime Upper East Side home of Felix G. Rohatyn, who helped rescue New York from insolvency in the 1970s, is coming to market for $22 million.",2020-06-19T12:00:15+0000,Slideshow,0,,A Fifth Avenue Palace for $22 Million,Real Estate,
Portraits of a family adapting to their new reality.,2020-06-19T19:44:42+0000,News,793,,"When Day Care Closed, a Father Rediscovered His Daughter",Parenting,
"Hear tracks by Noname, Anderson .Paak, H.E.R. and others.",2020-06-19T14:26:06+0000,News,939,,"Aretha Franklin’s Unstoppable Faith, and 9 More New Songs",Arts,Music
More than half the members of a panel considering changes to the nation’s blueprint for healthy eating have ties to the food industry.,2020-06-17T17:37:19+0000,News,1355,,Scientific Panel on New Dietary Guidelines Draws Criticism From Health Advocates,Health,
"Like a lot of the country’s pandemic response, contact tracing has been hampered by inconsistency, with much promised but little delivered.",2020-06-17T19:58:27+0000,News,1727,9,England’s ‘World Beating’ System to Track the Virus Is Anything But,World,Europe
Thursday: A recent U.S.C. study about the sport takes on new urgency.,2020-06-18T12:55:21+0000,briefing,1091,,How Skateboarding Can Help Fight Racism,U.S.,
"An excerpt from “Billion Dollar Burger,” by Chase Purdy",2020-06-18T13:17:54+0000,Review,2861,,"‘Billion Dollar Burger,’ by Chase Purdy: An Excerpt",Books,Book Review
"Stack slices with tomato and onions, spread with tapenade or eat plain for a simple snack.",2020-06-17T19:08:56+0000,News,433,,A Savory Loaf Packed With Cheese and Olives,Food,
